gid,fips,name,centroid_x,centroid_y
118,16027,Canyon,-116.705063094504,43.6241721752681
119,37157,Rockingham,-79.7744535993939,36.3960485514321
120,42007,Beaver,-80.3492161063359,40.6825484019522
121,13161,Jeff Davis,-82.6395843944821,31.8056362476611
122,13311,White,-83.7490631258481,34.6462356910989
124,21067,Fayette,-84.4592839968105,38.0378053280454
125,39033,Crawford,-82.9198909892987,40.8506515573896
126,38007,Billings,-103.376296498341,47.0236688436217
127,72093,Maricao,-66.9395904511555,18.1723662236016
128,72151,Yabucoa,-65.8893946928198,18.0713577170784
129,08091,Ouray,-107.767513624617,38.1471745663403
130,18021,Clay,-87.1172350585859,39.3956183312963
131,19093,Ida,-95.5135538709594,42.3869613633313
132,28127,Simpson,-89.9171617881488,31.9128211651068
133,31017,Brown,-99.9290405501842,42.430189068579
134,48125,Dickens,-100.77888550046,33.6161682203937
135,51051,Dickenson,-82.3580146114278,37.1243147668179
136,11001,District of Columbia,-77.0165599198058,38.9041777331645
137,51790,Staunton,-79.0610197749281,38.1633622735584
138,37197,Yadkin,-80.663196746525,36.1587290915257
139,19109,Kossuth,-94.2069179105648,43.2040545788058
140,51117,Mecklenburg,-78.3620732028482,36.678798710497
141,18165,Vermillion,-87.461605417944,39.8523351994024
142,48375,Potter,-101.893964044276,35.4013377330716
143,18091,LaPorte,-86.7407218823027,41.5436600812098
144,16047,Gooding,-114.810716933232,42.9696244852864
145,20059,Franklin,-95.2864434051448,38.5644381527644
146,19141,O'Brien,-95.6247448157726,43.0831067328444
147,19159,Ringgold,-94.2436853471608,40.7351894912676
148,19169,Story,-93.4649900475321,42.036212125457
149,19179,Wapello,-92.4095472768378,41.0306498389468
150,55087,Outagamie,-88.4656502323125,44.4157888664984
151,17159,Richland,-88.0847536631719,38.7124096936383
152,46069,Hyde,-99.4857258168553,44.5474770250946
153,37129,New Hanover,-77.8782706429025,34.2524780423211
154,19037,Chickasaw,-92.3177334720797,43.0600129515721
155,17193,White,-88.176574608074,38.0870619835253
156,47147,Robertson,-86.8734560851384,36.5245496710874
157,29009,Barry,-93.8291988784574,36.7097852095497
158,55105,Rock,-89.0714743897683,42.6714667500614
159,55107,Rusk,-91.1333115272227,45.4749179281027
160,55119,Taylor,-90.5002821408758,45.2121903097054
161,55133,Waukesha,-88.3043107753795,43.0183303843216
162,29031,Cape Girardeau,-89.6843587003645,37.3848938758513
163,27117,Pipestone,-96.2584114180322,44.0230161928464
164,30107,Wheatland,-109.846463558994,46.4665249103703
165,27147,Steele,-93.2262708826871,44.0224035131022
166,01057,Fayette,-87.7388663756696,33.7207693770597
167,20029,Cloud,-97.6492534283128,39.4802835210806
168,18023,Clinton,-86.4727725693099,40.3031975376449
169,17027,Clinton,-89.4239953078416,38.6066242546594
170,13321,Worth,-83.8512387138621,31.5518623829225
171,20147,Phillips,-99.3466808199765,39.7846462790035
172,29119,McDonald,-94.3486720459322,36.6286959530848
173,26093,Livingston,-83.912956558062,42.6037793198502
174,26143,Roscommon,-84.6106765131234,44.3347308208437
175,33001,Belknap,-71.4194303491262,43.5155258171132
176,38017,Cass,-97.2444597489259,46.9320083746115
177,39023,Clark,-83.7849820410234,39.9159315415336
178,31139,Pierce,-97.6012277287798,42.2643485321301
179,55059,Kenosha,-88.040516864404,42.5763935418177
180,27151,Swift,-95.6826409189486,45.2829031963459
181,51173,Smyth,-81.5333002356087,36.8446599547299
182,38063,Nelson,-98.1903843698562,47.9226425964163
183,51630,Fredericksburg,-77.4861804122351,38.2988076038531
184,05051,Garland,-93.1492160362998,34.5769207414171
185,48179,Gray,-100.812922233811,35.4008187799026
186,29207,Stoddard,-89.9443788022185,36.8557793990829
187,20037,Crawford,-94.8524577777175,37.5067552348817
188,48075,Childress,-100.207791631132,34.5293041032591
189,48101,Cottle,-100.278506187802,34.0778331873731
190,19063,Emmet,-94.6785894341917,43.3778295066946
191,20049,Elk,-96.2436966726303,37.4533810468676
192,26057,Gratiot,-84.6050539571465,43.2926552333997
193,19195,Worth,-93.2608760250097,43.377507683354
194,26067,Ionia,-85.074133190203,42.9450223756163
195,21149,McLean,-87.2680344332828,37.5301950963634
196,21173,Montgomery,-83.9145345766393,38.032569973522
197,26107,Mecosta,-85.3246487479214,43.6407073115946
198,27159,Wadena,-94.9696850620059,46.5858917122097
199,27039,Dodge,-92.8624432389467,44.0223841497411
200,26127,Oceana,-86.2672667270576,43.641244353318
201,17055,Franklin,-88.9256781751942,37.9918908576757
202,27009,Benton,-93.9951413547629,45.6980495836413
203,27041,Douglas,-95.4533546870787,45.9334849055164
204,21031,Butler,-86.6874878704038,37.2094615263673
205,45007,Anderson,-82.6395951719309,34.5182808061297
206,48009,Archer,-98.6875458865387,33.6156996686333
207,46039,Deuel,-96.669436454174,44.7599430942205
208,02230,Skagway,-135.336072455956,59.5590420100102
209,47067,Hancock,-83.2237584676797,36.5269287057156
210,47085,Humphreys,-87.7771454313336,36.0384534641373
211,27069,Kittson,-96.7831718392888,48.7775410593531
212,17063,Grundy,-88.4190305441243,41.2857158786528
213,29085,Hickory,-93.3203315948461,37.9416195446479
214,48255,Karnes,-97.8596014887118,28.9070533416674
215,31037,Colfax,-97.0868542020365,41.5748695085573
216,48193,Hamilton,-98.1108388694813,31.7047057256359
217,38043,Kidder,-99.7708881881881,46.9799171830252
218,38091,Steele,-97.7272874721637,47.4561154773088
219,31053,Dodge,-96.6559677574878,41.5807594281342
220,20013,Brown,-95.5642169758442,39.826525893625
221,05109,Pike,-93.6578937387578,34.1625063939183
222,48049,Brown,-98.9990712899223,31.7743074653375
223,48021,Bastrop,-97.3120880568147,30.1036925445706
224,13003,Atkinson,-82.8754586569729,31.2963350224519
225,53063,Spokane,-117.404577542271,47.6211695911465
1133,26135,Oscoda,-84.1294162451042,44.6818764603157
226,13101,Echols,-82.8968728702453,30.7110109861684
227,48435,Sutton,-100.538201377695,30.4985662251927
228,31173,Thurston,-96.5415709890922,42.1572535588292
229,72015,Arroyo,-66.0574388871266,17.9892058626511
230,27017,Carlton,-92.6760101908632,46.591806005327
231,47141,Putnam,-85.5070883855175,36.1398752689699
232,13155,Irwin,-83.2743573301532,31.6018668333709
233,38027,Eddy,-98.904323369116,47.7170147353139
234,20005,Atchison,-95.3087002592912,39.5318566126691
235,22093,St. James,-90.8021206143855,30.0253171549101
236,37145,Person,-78.9719038794157,36.3898589871562
237,12055,Highlands,-81.3407169816442,27.3425351646459
238,39097,Madison,-83.4017831699213,39.8938107326075
239,20099,Labette,-95.298496788336,37.1911309335528
240,18111,Newton,-87.3963592760417,40.9561029263359
241,19051,Davis,-92.4100546790805,40.7477353623749
242,08063,Kit Carson,-102.602219918752,39.3049777717119
243,01017,Chambers,-85.3907274910633,32.9136007935831
244,19069,Franklin,-93.2625692479688,42.7327038435795
245,20139,Osage,-95.7270799777119,38.6523598421539
246,13035,Butts,-83.9543424730399,33.2831009869996
247,08095,Phillips,-102.357770278624,40.5941427728465
248,51073,Gloucester,-76.5352433708888,37.4080904246272
249,13059,Clarke,-83.3712407648929,33.9543646213898
250,08115,Sedgwick,-102.351922674562,40.8759541237454
251,17181,Union,-89.2554257641139,37.4711283951992
252,39147,Seneca,-83.1278320867685,41.123513110063
253,48445,Terry,-102.335452059945,33.1740278541281
254,39155,Trumbull,-80.7610964338408,41.3173502792355
255,17015,Carroll,-89.9339554529558,42.0682342944364
256,39047,Fayette,-83.4562016045466,39.5602130629936
257,39017,Butler,-84.5738853125091,39.4401259554997
258,13239,Quitman,-85.0177317696302,31.8672811376216
259,48239,Jackson,-96.5774956260746,28.9547236750066
260,13257,Stephens,-83.2940531521928,34.5515120140728
261,27131,Rice,-93.2965985973319,44.3543277825525
262,40097,Mayes,-95.2317511622175,36.3017909083713
263,27093,Meeker,-94.5283923343719,45.1232896551107
264,48397,Rockwall,-96.4077159231379,32.8977951758605
265,40107,Okfuskee,-96.3263998408424,35.4648519819566
266,31001,Adams,-98.5011780357151,40.524494201841
267,48425,Somervell,-97.774034886015,32.2223680180159
268,13301,Warren,-82.6779584766841,33.4114645054761
269,29089,Howard,-92.6974849661319,39.1435481021284
270,29115,Linn,-93.107041060597,39.8700176915105
271,13125,Glascock,-82.612976358527,33.2287993244023
272,13133,Greene,-83.171391044857,33.5769205012823
273,55073,Marathon,-89.7586338401661,44.8979253306928
274,02060,Bristol Bay,-156.704423583953,58.7442624486489
275,27089,Marshall,-96.3701740673982,48.3582598289476
276,46035,Davison,-98.1445890634954,43.674909324981
277,39129,Pickaway,-83.0259335547043,39.6378897243383
278,48223,Hopkins,-95.5635113862022,33.1487507211802
279,36105,Sullivan,-74.7639455886476,41.7157949326303
280,36107,Tioga,-76.3083581175424,42.1685283701829
281,36035,Fulton,-74.4179988117225,43.1136394778516
282,01103,Morgan,-86.8541457263097,34.4538738597319
283,01133,Winston,-87.3732592152055,34.150305324611
284,01075,Lamar,-88.0966803215174,33.7799502371764
285,12045,Gulf,-85.2427811919715,29.935491541268
286,12073,Leon,-84.2792561262177,30.4594250905254
287,13083,Dade,-85.5049042413307,34.854916696314
288,13205,Mitchell,-84.1938182069248,31.2248325505973
289,28013,Calhoun,-89.3368664728035,33.9368339468217
290,53041,Lewis,-122.392375708144,46.5774634173834
291,72117,Rincón,-67.231999317066,18.3337795318049
292,01107,Pickens,-88.0881810306178,33.2809486567685
293,20011,Bourbon,-94.8486599741893,37.8550855538227
294,13167,Johnson,-82.661669501852,32.7021149258246
295,27059,Isanti,-93.2948763617227,45.561812337498
296,72135,Toa Alta,-66.2500496381279,18.3620938923497
297,08021,Conejos,-106.191749215324,37.2016058065585
298,31163,Sherman,-98.9758864227948,41.2204598290199
299,18093,Lawrence,-86.4836162897421,38.8411263716742
300,46025,Clark,-97.7292510897347,44.8583450677423
301,54071,Pendleton,-79.3508408598717,38.6831447912678
302,29025,Caldwell,-93.9830809320719,39.6562085772158
303,29197,Schuyler,-92.5231517890791,40.4692246447245
304,54049,Marion,-80.2424563254827,39.5098190558463
305,39051,Fulton,-84.1257138695423,41.6021349236419
306,72007,Aguas Buenas,-66.1262657316709,18.2506049960438
307,72061,Guaynabo,-66.1152827566461,18.3439885326869
308,28031,Covington,-89.553899386425,31.6322541311332
309,17187,Warren,-90.614743204129,40.8492502144245
310,19197,Wright,-93.7351511292208,42.733053729738
311,20105,Lincoln,-98.207569939531,39.0454968435865
312,26007,Alpena,-83.6221211954806,45.0347743931016
313,72059,Guayanilla,-66.7922630394703,18.0366305001558
314,26049,Genesee,-83.7058970921685,43.0224421510267
315,72121,Sabana Grande,-66.9410991530311,18.0825554123022
316,38019,Cavalier,-98.4668524267981,48.7728621128876
317,18179,Wells,-85.2213296593027,40.7293418742526
318,19031,Cedar,-91.1324668374732,41.7723377729739
319,18067,Howard,-86.1135189235335,40.4852773125256
320,39091,Logan,-83.7678492938528,40.3899681362544
321,29167,Polk,-93.3982676518679,37.616212079936
322,17141,Ogle,-89.3218467898501,42.0416519614841
323,20065,Graham,-99.883324927294,39.3498722333613
324,20101,Lane,-100.46607537017,38.481194472828
325,38079,Rolette,-99.840974934195,48.7724535413639
326,55025,Dane,-89.417224949427,43.0659188400144
327,36049,Lewis,-75.4490399220112,43.7844156977341
328,05141,Van Buren,-92.5129503609186,35.5809577850475
329,48031,Blanco,-98.3999852006772,30.2664070680146
330,36087,Rockland,-74.0256419018186,41.1502947164661
331,51710,Norfolk,-76.2607640780537,36.8987783969487
332,05137,Stone,-92.1568408452045,35.8625194599172
333,48327,Menard,-99.8204793988614,30.889906654883
334,48329,Midland,-102.031568212534,31.8690412798378
335,08101,Pueblo,-104.512743662023,38.173591435566
336,48475,Ward,-103.092792659042,31.5099966317851
337,08109,Saguache,-106.282466041723,38.0805462858715
338,48263,Kent,-100.778093903516,33.1810413555638
339,05009,Boone,-93.0937492524921,36.3084503995751
340,40001,Adair,-94.6585926666194,35.8849420389544
341,05047,Franklin,-93.8929956882321,35.5120282128226
342,18101,Martin,-86.8037318630807,38.7099920970094
343,28093,Marshall,-89.5029946240578,34.7621628561575
344,20071,Greeley,-101.806107941452,38.4808095035918
345,47111,Macon,-86.0077793760804,36.5315990767838
346,48045,Briscoe,-101.208494731099,34.5302696166223
347,27045,Fillmore,-92.0897640249055,43.6739219253371
348,48271,Kinney,-100.418663760442,29.3496788793141
349,51081,Greensville,-77.5634667280657,36.6787192363292
350,13165,Jenkins,-81.9614644897778,32.7927403121779
351,38099,Walsh,-97.7257478334834,48.3687696389739
352,54079,Putnam,-81.9082131031847,38.5078234494116
353,29185,St. Clair,-93.7763144658268,38.036994367848
354,28133,Sunflower,-90.5888268425816,33.6019257848519
355,48429,Stephens,-98.8363161470569,32.7355315712547
356,31079,Hall,-98.5021829260776,40.87257078836
357,31127,Nemaha,-95.8543399162718,40.3851484692371
358,48069,Castro,-102.261724266117,34.5301675245358
359,19041,Clay,-95.1509648119814,43.0824718203152
360,27091,Martin,-94.5509990798674,43.6742971806049
361,18131,Pulaski,-86.6989068337049,41.0416610719311
362,47169,Trousdale,-86.160879542646,36.390262129236
363,06075,San Francisco,-122.438567196073,37.752151136745
364,31083,Harlan,-99.4043887940295,40.1765850810677
365,46047,Fall River,-103.527449349552,43.2390285341757
366,48359,Oldham,-102.602760525235,35.4042558027899
367,22079,Rapides,-92.5304996465284,31.1978933038171
368,21223,Trimble,-85.3377597229028,38.6105648681408
369,27121,Pope,-95.444512092607,45.5860666688458
370,17075,Iroquois,-87.8246678421758,40.7471763329328
371,13067,Cobb,-84.5761103515444,33.9424108755096
372,42093,Montour,-76.6580806445276,41.0299476691094
373,48495,Winkler,-103.048516284758,31.85008651428
374,46081,Lawrence,-103.792942768453,44.3591944083786
375,18121,Parke,-87.2037583321557,39.772022857949
376,48269,King,-100.255805654489,33.6164384711196
377,51595,Emporia,-77.5349073916865,36.6982335221815
378,17155,Putnam,-89.2869271974718,41.2013540994314
379,26069,Iosco,-83.6348373491266,44.3548813115543
380,37153,Richmond,-79.7448008372639,35.0040273458828
381,17009,Brown,-90.750680242186,39.96209138377
382,38089,Stark,-102.657632632823,46.8085118202614
383,51680,Lynchburg,-79.1985360568224,37.400414570171
384,13037,Calhoun,-84.6259486634994,31.5306598514464
385,47033,Crockett,-89.1425428161453,35.8161166327549
386,24047,Worcester,-75.3319001125537,38.2129066208226
387,49009,Daggett,-109.50983684013,40.8874283179938
388,12047,Hamilton,-82.9503859576546,30.4978155252266
389,18069,Huntington,-85.4882209173434,40.8290727309743
390,31011,Boone,-98.0673718286114,41.7075941487553
391,55113,Sawyer,-91.1450492677759,45.8793190516771
392,51800,Suffolk,-76.6360943982188,36.7017427799454
393,28065,Jefferson Davis,-89.8267099039826,31.5688470810895
394,31081,Hamilton,-98.0209911670718,40.873494522123
395,20169,Saline,-97.651851773389,38.7836917548249
396,27155,Traverse,-96.470629487985,45.7729885387322
397,51021,Bland,-81.1272568996801,37.134236182225
398,47069,Hardeman,-88.9916083211886,35.2077230913511
399,20207,Woodson,-95.740062765968,37.8865335998274
400,17053,Ford,-88.223507686851,40.5970692206324
528,18057,Hamilton,-86.0524472906511,40.0730653471177
401,46135,Yankton,-97.3946763456306,43.0092448539343
402,46077,Kingsbury,-97.4913944963113,44.3695616875197
403,05097,Montgomery,-93.6582447847979,34.5370487409483
404,48205,Hartley,-102.602902339264,35.8400799678587
405,72139,Trujillo Alto,-65.9986528401008,18.3353109474558
406,27057,Hubbard,-94.9169386820497,47.1077856362648
407,38081,Sargent,-97.6321715931375,46.1083037203203
408,20041,Dickinson,-97.1553238345543,38.866009623288
409,54091,Taylor,-80.0421439016456,39.3360261712904
410,22063,Livingston,-90.7303888784689,30.4415459074554
411,38041,Hettinger,-102.463241741457,46.4337506804071
412,20117,Marshall,-96.5227897308393,39.7835968111922
413,26095,Luce,-85.544711259994,46.4722720537548
414,40011,Blaine,-98.4330700253324,35.8751831373288
415,48335,Mitchell,-100.921205795697,32.3062347411198
416,31103,Keya Paha,-99.7134372892851,42.879906936562
417,30091,Sheridan,-104.503829011895,48.7208583269692
418,39143,Sandusky,-83.137871996388,41.3562412577666
419,13045,Carroll,-85.077880337481,33.5801985343783
420,31171,Thomas,-100.555663238734,41.913589681278
421,47105,Loudon,-84.3124347644875,35.7389749014702
422,18159,Tipton,-86.0523492548156,40.3112325223667
423,26015,Barry,-85.3083451904311,42.5951398435169
424,72047,Corozal,-66.3281226647887,18.3040084146131
425,08003,Alamosa,-105.788545111588,37.5725060610355
426,17109,McDonough,-90.6777554116872,40.4567472249966
427,48399,Runnels,-99.9761614760138,31.8314341953792
428,13119,Franklin,-83.231599274464,34.3752559661261
429,48483,Wheeler,-100.269951408091,35.4011433538267
430,17153,Pulaski,-89.1308500083384,37.2263142251755
431,48363,Palo Pinto,-98.3131900074857,32.7531098457733
432,28019,Choctaw,-89.2480938162428,33.3459824171314
433,54011,Cabell,-82.2385591196179,38.4242406175489
434,28037,Franklin,-90.8975652833578,31.4773407850688
435,13007,Baker,-84.4420045839943,31.3257034989588
436,26137,Otsego,-84.5990380558463,45.0208468918964
437,48219,Hockley,-102.343167586697,33.6077125648489
438,18033,DeKalb,-84.9990693420144,41.3980462230663
439,19165,Shelby,-95.3101555271066,41.6850065993019
440,21155,Marion,-85.2689854177601,37.5521807792138
441,55015,Calumet,-88.2178027306711,44.081631603615
442,38011,Bowman,-103.520334330473,46.1128536221761
443,18053,Grant,-85.6546870153988,40.5158722810219
444,36097,Schuyler,-76.8781751176106,42.3926872960404
445,46125,Turner,-97.1486577553037,43.3109081049543
446,47047,Fayette,-89.4139774827913,35.1962491261066
447,29003,Andrew,-94.8016302389919,39.9849216319182
448,45023,Chester,-81.1620692994179,34.6932076598921
449,19191,Winneshiek,-91.8442272172248,43.2909433438625
450,26059,Hillsdale,-84.5931201876663,41.8875363883461
451,27113,Pennington,-96.037081396123,48.0664257660609
452,20185,Stafford,-98.7176200137023,38.0310085077888
453,48123,DeWitt,-97.3568116956356,29.0810185482943
454,40081,Lincoln,-96.8812462039227,35.7027094164801
455,13009,Baldwin,-83.2470335831694,33.0688157303199
456,54017,Doddridge,-80.7067152741184,39.2705715677395
457,19185,Wayne,-93.327521969807,40.7396902835011
458,13063,Clayton,-84.3567238274948,33.5457632403648
459,31097,Johnson,-96.2652275340712,40.3925759604126
460,19161,Sac,-95.1054789217721,42.3862407149321
461,48449,Titus,-94.967972729451,33.2133971944292
462,46007,Bennett,-101.666567445324,43.1948694113983
463,18171,Warren,-87.3560265947844,40.347281409238
464,19033,Cerro Gordo,-93.2612238998844,43.0817756257697
465,55089,Ozaukee,-87.9493456279245,43.3814082504235
466,18095,Madison,-85.7196471089637,40.1614369075274
467,17093,Kendall,-88.4286784475911,41.5908171926422
468,51683,Manassas,-77.4853063748117,38.7465476223967
469,42107,Schuylkill,-76.2150743415912,40.70496739673
470,38003,Barnes,-98.0660597850284,46.9357963694882
471,05083,Logan,-93.7195101636548,35.214132339779
472,18085,Kosciusko,-85.8605757281307,41.2448588889223
473,51775,Salem,-80.0619121962847,37.2837353500857
474,20093,Kearny,-101.321680955295,38.0001798092279
475,17099,LaSalle,-88.8863388060174,41.3442612959557
476,29107,Lafayette,-93.7807639642737,39.0698688563997
477,27043,Faribault,-93.9478745830628,43.6738149873242
569,19035,Cherokee,-95.6238940247371,42.7353891416069
478,20061,Geary,-96.7577067244453,38.9987470974955
479,18157,Tippecanoe,-86.8941395882097,40.3887273868758
480,13291,Union,-83.989670118666,34.8299580240384
481,16083,Twin Falls,-114.668284902526,42.3556802972972
482,20201,Washington,-97.0875322555225,39.7842075536312
483,19143,Osceola,-95.6242284439594,43.3782427607899
484,22067,Morehouse,-91.8025073697321,32.8179879778427
485,29045,Clark,-91.7366167715543,40.4104075218392
486,29227,Worth,-94.4232875052366,40.4794558830913
487,30075,Powder River,-105.63078335913,45.3951765262422
488,51520,Bristol,-82.1598380817236,36.6168598820227
489,20079,Harvey,-97.4274757324995,38.0429378163839
490,21239,Woodford,-84.7417121332075,38.0417552280693
491,31049,Deuel,-102.333333123656,41.1116818554019
492,37027,Caldwell,-81.5483445397361,35.9520436461953
493,48235,Irion,-100.982438994382,31.3037555908678
494,26129,Ogemaw,-84.1272521022884,44.334809563277
495,17171,Scott,-90.4781443064638,39.6429168959472
496,40053,Grant,-97.7863878454258,36.7962957472346
497,21041,Carroll,-85.1260107386746,38.6659953359248
498,55091,Pepin,-91.999497036807,44.5830705035192
499,08087,Morgan,-103.809330179229,40.2627980986445
500,18007,Benton,-87.3109399931806,40.6062694659984
501,31095,Jefferson,-97.1426010041299,40.1758453078875
502,37001,Alamance,-79.398881386291,36.0436352846704
503,13143,Haralson,-85.2104219021905,33.7932531386426
504,46011,Brookings,-96.7907994480645,44.3697437549377
505,19147,Palo Alto,-94.6782462095756,43.0819384878615
506,47109,McNairy,-88.5647616490101,35.1746532061604
507,56005,Campbell,-105.54744041374,44.2488608235641
508,47183,Weakley,-88.7199106292398,36.2989645580428
509,19151,Pocahontas,-94.6786256443639,42.7342013292585
510,31085,Hayes,-101.060356799846,40.5245197187978
511,42117,Tioga,-77.2543303240412,41.7725514920074
512,19027,Carroll,-94.860327054691,42.036172069419
513,48131,Duval,-98.5086456815121,27.6818459233144
514,47113,Madison,-88.8392036782611,35.6097024439156
515,29175,Randolph,-92.4971373989763,39.4400725688333
516,29217,Vernon,-94.3412730524384,37.8457798995785
517,13017,Ben Hill,-83.2214535901063,31.7609587366997
